OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus
otu285	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
otu286	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	NA
otu287	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
otu288	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu289	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu290	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
otu291	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu292	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
otu293	Bacteria	Actinobacteriota	Thermoleophilia	NA	NA	NA
otu294	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA
otu295	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA
otu296	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
otu297	Bacteria	NA	NA	NA	NA	NA
otu298	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu299	Bacteria	Gemmatimonadota	S0134 terrestrial group	NA	NA	NA
otu300	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
otu301	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu302	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter
otu303	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes
otu304	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA
otu305	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu306	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes
otu307	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu308	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
otu309	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA
otu310	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
otu311	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu312	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA
otu313	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
otu314	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu315	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu316	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
otu317	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
otu318	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu319	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu320	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu321	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA
otu322	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera
otu323	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
otu324	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
otu325	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu326	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu327	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
otu328	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
otu329	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura
otu330	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1
otu331	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
otu332	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium
otu333	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
otu334	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu335	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
otu336	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	NA
otu337	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
otu338	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
otu339	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
otu340	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
otu341	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu342	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA
otu343	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA
otu344	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
otu345	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
otu346	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu347	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
otu348	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu349	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu350	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu351	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
otu352	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu353	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
otu354	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu355	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
otu356	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu357	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA
otu358	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella
otu359	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium
otu360	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora
otu361	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA
otu362	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
otu363	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
otu364	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA
otu365	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
otu366	Bacteria	Acidobacteriota	Blastocatellia	nov/24	NA	NA
otu367	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA
otu368	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
otu369	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu370	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus
otu371	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu372	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
otu373	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
otu374	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium
otu375	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Azohydromonas
otu376	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera
otu377	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA
otu378	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella
otu379	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu380	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu381	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu382	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
otu383	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA
otu384	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu385	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
otu386	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu387	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu388	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
otu389	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia
otu390	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu391	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia
otu392	Bacteria	Acidobacteriota	Subgroup 25	NA	NA	NA
otu393	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu394	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu395	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga
otu396	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu397	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA
otu398	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora
otu399	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA
otu400	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
otu401	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
otu402	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu403	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
otu404	Bacteria	Chloroflexi	P2-11E	NA	NA	NA
otu405	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA
otu406	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
otu407	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
otu408	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus
otu409	Bacteria	Acidobacteriota	Blastocatellia	nov/24	NA	NA
otu410	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu411	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu412	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora
otu413	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Thermopolyspora
otu414	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
otu415	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu416	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA
otu417	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu418	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu419	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu420	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu421	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu422	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu423	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA
otu424	Bacteria	Myxococcota	bacteriap25	NA	NA	NA
otu425	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Lapillicoccus
otu426	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	NA	NA
otu427	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
otu428	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
otu429	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
otu430	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA
otu431	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera
otu432	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA
otu433	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
otu434	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
otu435	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
otu436	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
otu437	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu438	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium
otu439	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA
otu440	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus
otu441	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura
otu442	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
otu443	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1
otu444	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu445	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
otu446	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu447	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu448	Bacteria	NA	NA	NA	NA	NA
otu449	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu450	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
otu451	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
otu452	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu453	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
otu454	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
otu455	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
otu456	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
otu457	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces
otu458	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
otu459	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus
otu460	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu461	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
otu462	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu463	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA
otu464	Bacteria	NA	NA	NA	NA	NA
otu465	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
otu466	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus
otu467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu468	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
otu469	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu470	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
otu471	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
otu472	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
otu473	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
otu474	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	NA
otu475	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
otu476	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera
otu477	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu478	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu479	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes
otu480	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu481	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Oxalophagus
otu482	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella
otu483	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter
otu484	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu485	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
otu486	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella
otu487	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
otu488	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium
otu489	Bacteria	Acidobacteriota	Blastocatellia	nov/24	NA	NA
otu490	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica
otu491	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
otu492	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu493	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mycoplana
otu494	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
otu495	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter
otu496	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	NA	NA
otu497	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu498	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu499	Bacteria	Acidobacteriota	Blastocatellia	nov/24	NA	NA
otu500	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
otu501	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	WX65	NA
otu502	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu503	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
otu504	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
otu505	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu506	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
otu507	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA
otu508	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
otu509	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu510	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
otu511	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7
otu512	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus
otu513	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu514	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu515	Bacteria	Firmicutes	Bacilli	Aneurinibacillales	Aneurinibacillaceae	Aneurinibacillus
otu516	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu517	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu518	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
otu519	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
otu520	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
otu521	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella
otu522	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
otu523	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
otu524	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus
otu525	Bacteria	Chloroflexi	TK10	NA	NA	NA
otu526	Bacteria	Acidobacteriota	Subgroup 25	NA	NA	NA
otu527	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA
otu528	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangium
otu529	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
otu530	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera
otu531	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinosynnema
otu532	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu533	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu534	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium
otu535	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA
otu536	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
otu537	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu538	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium
otu539	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Oxalophagus
otu540	Bacteria	Desulfobacterota	NA	NA	NA	NA
otu541	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu542	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA
otu543	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA
otu544	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu545	Bacteria	Acidobacteriota	Subgroup 5	NA	NA	NA
otu546	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA
otu547	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea
